gene.name	time	gene.regulation	mean
SRRM1	360	random	0.33162942528963
SRRM1	420	random	0.599692388308204
SRRM1	480	random	1.10817862521437
SRRM1	600	random	0.471682851061993
SRRM1	720	random	-0.916589544988257
TMEM50A	0	random	0
TMEM50A	30	random	-1.08671438732921
TMEM50A	60	random	-0.165756163018912
TMEM50A	120	random	-1.09592464986869
TMEM50A	180	random	-0.715168968411156
TMEM50A	240	random	0.327461927778036
TMEM50A	300	random	-0.570242556202729
TMEM50A	360	random	-0.290217725160981
TMEM50A	420	random	-0.680211477123954
TMEM50A	480	random	0.111294726958213
TMEM50A	600	random	-0.65868233322056
TMEM50A	720	random	0.647265214441608
NUDC	0	random	0
NUDC	30	random	-0.0829426088602613
NUDC	60	random	-0.417667544306467
NUDC	120	random	-1.04175856777198
NUDC	180	random	-0.915770337421114
NUDC	240	random	-0.725739737901916
NUDC	300	random	-0.737480794453453
NUDC	360	random	-0.812819581443739
NUDC	420	random	-0.822921373704638
NUDC	480	random	-1.05298444670879
NUDC	600	random	-1.10253418738317
NUDC	720	random	-1.32568787428603
AHDC1	0	random	0
AHDC1	30	random	-0.234864437741359
AHDC1	60	random	0.310045506946791
AHDC1	120	random	1.53121833756087
AHDC1	180	random	2.46134028974312
AHDC1	240	random	2.15053074754017
AHDC1	300	random	1.39255103213752
AHDC1	360	random	0.378278948889607
AHDC1	420	random	0.296842977720471
AHDC1	480	random	0.573912723011709
AHDC1	600	random	0.103908794836776
AHDC1	720	random	0.0396992719096977
AL020997.3	0	random	0
AL020997.3	30	random	-0.406243034931114
AL020997.3	60	random	-0.196446162431478
AL020997.3	120	random	-0.490161783930969
AL020997.3	180	random	0.0267014201363173
AL020997.3	240	random	0.996774946216284
AL020997.3	300	random	0.558822578567214
AL020997.3	360	random	0.450745401824977
AL020997.3	420	random	0.998682190511735
AL020997.3	480	random	-0.0610318174544398
AL020997.3	600	random	0.177373719476965
AL020997.3	720	random	0.408150279226566
KIAA1522	0	random	0
KIAA1522	30	random	-0.00280631635290507
KIAA1522	60	random	-0.578431323563501
KIAA1522	120	random	-2.17735757853661
KIAA1522	180	random	-2.32646376946376
KIAA1522	240	random	-2.4492951357142
KIAA1522	300	random	-1.4930703513672
KIAA1522	360	random	-1.79923396288807
KIAA1522	420	random	-1.48909473653392
KIAA1522	480	random	-1.34439061047407
KIAA1522	600	random	-1.10323999446218
KIAA1522	720	random	-0.881087039643233
S100PBP	0	random	0
S100PBP	30	random	0.00314476079370174
S100PBP	60	random	-0.528779118886715
S100PBP	120	random	-0.645165147721339
S100PBP	180	random	0.49578495709076
S100PBP	240	random	0.576814960208491
S100PBP	300	random	0.262273050194777
S100PBP	360	random	0.239817128675302
S100PBP	420	random	-0.335545976688043
S100PBP	480	random	-0.618329855615079
S100PBP	600	random	-1.13815881481408
S100PBP	720	random	-0.771724298774561
C1orf216	0	random	0
C1orf216	30	random	-0.693335462939621
C1orf216	60	random	0.436512420443925
C1orf216	120	random	1.62384280004769
C1orf216	180	random	1.32586923040222
C1orf216	240	random	0.710836695384621
C1orf216	300	random	-0.326589090511
C1orf216	360	random	-0.408512963076818
C1orf216	420	random	0.123489299622692
C1orf216	480	random	0.809708841326168
C1orf216	600	random	0.560152592760108
C1orf216	720	random	0.351872839395263
SF3A3	0	random	0
SF3A3	30	random	-0.130802944407698
SF3A3	60	random	0.174545625524215
SF3A3	120	random	-0.245749698284337
SF3A3	180	random	0.657394258626209
SF3A3	240	random	0.186304704757647
SF3A3	300	random	-0.125765521946757
SF3A3	360	random	-0.843672614945525
SF3A3	420	random	-0.0473694327667037
SF3A3	480	random	0.200200346664951
SF3A3	600	random	0.576923028933726
SF3A3	720	random	-0.190508090790737
PABPC4	0	random	0
PABPC4	30	random	0.543212767010254
PABPC4	60	random	0.829528920140737
PABPC4	120	random	1.15920409137195
PABPC4	180	random	1.31423671067261
PABPC4	240	random	0.944051669148229
PABPC4	300	random	0.861927535763521
PABPC4	360	random	0.482251521955105
PABPC4	420	random	0.482406198817622
PABPC4	480	random	0.675405800791675
PABPC4	600	random	0.837788664599137
PABPC4	720	random	0.251291124382161
ZNF684	0	random	0
ZNF684	30	random	0.0632005765510551
ZNF684	60	random	-0.0759488944448403
ZNF684	120	random	-0.692550935785153
ZNF684	180	random	-0.00214544899561714
ZNF684	240	random	-0.949361180560503
ZNF684	300	random	-0.63655471699955
ZNF684	360	random	-1.01243738103164
ZNF684	420	random	-0.0662943739645638
ZNF684	480	random	-0.916750355827125
ZNF684	600	random	-0.475521666248362
ZNF684	720	random	-0.833292389897625
SLFNL1-AS1	0	random	0
SLFNL1-AS1	30	random	-0.204461830522481
SLFNL1-AS1	60	random	-0.392321087487519
SLFNL1-AS1	120	random	-0.770200210305209
SLFNL1-AS1	180	random	-0.171938980951052
SLFNL1-AS1	240	random	-0.771564805392122
SLFNL1-AS1	300	random	-0.0300969027502503
SLFNL1-AS1	360	random	0.672606281030477
SLFNL1-AS1	420	random	0.37680821201786
SLFNL1-AS1	480	random	0.120198083905597
SLFNL1-AS1	600	random	-0.430690930662973
SLFNL1-AS1	720	random	0.000227432514485509
PTPRF	0	random	0
PTPRF	30	random	0.0844315289302765
PTPRF	60	random	-0.102294361961937
PTPRF	120	random	0.569899565343901
PTPRF	180	random	0.231117874762046
PTPRF	240	random	0.0576710192185168
PTPRF	300	random	-0.317644486825375
PTPRF	360	random	-0.740806293254487
PTPRF	420	random	0.143447321601528
PTPRF	480	random	0.131291340785054
PTPRF	600	random	-0.324022922437509
PTPRF	720	random	-1.02087584968668
RNF11	0	random	0
RNF11	30	random	0.117571842402265
RNF11	60	random	-0.238457878520029
RNF11	120	random	-0.818138251089893
RNF11	180	random	-0.651788696231315
RNF11	240	random	-0.487703293515008
RNF11	300	random	-0.59599156523731
RNF11	360	random	-0.62702248131278
RNF11	420	random	0.415965822037188
RNF11	480	random	-0.34764579523606
RNF11	600	random	0.183174830379583
RNF11	720	random	0.901528015156787
JUN	0	random	0
JUN	30	random	-0.811710802534052
JUN	60	random	-2.54990860563267
JUN	120	random	-2.30815004597095
JUN	180	random	-2.08347589905214
JUN	240	random	-2.27705217897401
JUN	300	random	-2.06736807464094
JUN	360	random	-1.90327770266243
JUN	420	random	-1.16400621860996
JUN	480	random	-0.955551674284897
JUN	600	random	-0.977454315001805
JUN	720	random	-1.49228109156281
FPGT	0	random	0
FPGT	30	random	-0.0804422974904034
FPGT	60	random	-0.271668593058121
FPGT	120	random	-1.20566058466246
FPGT	180	random	-0.642174951152205
FPGT	240	random	-0.288852123918325
FPGT	300	random	-0.0568167460348326
FPGT	360	random	0.197574535348146
FPGT	420	random	0.432444979406307
FPGT	480	random	-0.220745610546709
FPGT	600	random	0.0176380071172131
FPGT	720	random	0.816243492613211
ACADM	0	random	0
ACADM	30	random	-0.0362158338344863
ACADM	60	random	0.739529204990137
ACADM	120	random	-1.11380122327791
ACADM	180	random	-0.738480604788359
ACADM	240	random	-0.375414522985236
ACADM	300	random	-0.823427654965102
ACADM	360	random	-0.263840331366369
ACADM	420	random	-0.256922700184501
ACADM	480	random	-0.793843498203959
ACADM	600	random	-0.464708240840407
ACADM	720	random	0.444830428319777
C1orf52	0	random	0
C1orf52	30	random	0.172475751250654
C1orf52	60	random	0.510494070087826
C1orf52	120	random	-0.79373741567493
C1orf52	180	random	-0.595468261991118
C1orf52	240	random	0.379788188892528
C1orf52	300	random	0.548598118895478
C1orf52	360	random	1.14086732569838
C1orf52	420	random	0.14699715512531
C1orf52	480	random	-0.218992973667167
C1orf52	600	random	-0.374426071477409
C1orf52	720	random	0.225449491673519
DIPK1A	0	random	0
DIPK1A	30	random	-0.109223127495215
DIPK1A	60	random	-0.625120028630429
DIPK1A	120	random	0.207208161089987
DIPK1A	180	random	-0.404968217691172
DIPK1A	240	random	-0.86301131010675
DIPK1A	300	random	-1.32463412678021
DIPK1A	360	random	-0.0370212589948482
DIPK1A	420	random	0.205639618594181
DIPK1A	480	random	0.0823732863206025
DIPK1A	600	random	0.615369883588019
DIPK1A	720	random	0.682002852527713
TMED5	0	random	0
TMED5	30	random	0.0871942368090812
TMED5	60	random	-0.432782258318812
TMED5	120	random	-1.08930869834087
TMED5	180	random	-0.641431707311661
TMED5	240	random	-0.467918553853076
TMED5	300	random	0.218489006399888
TMED5	360	random	0.00571318925732846
TMED5	420	random	0.259425282316086
TMED5	480	random	-0.18614899924768
TMED5	600	random	0.147708744177831
TMED5	720	random	0.759317821488268
DBT	0	random	0
DBT	30	random	0.424975217290955
DBT	60	random	-0.541657710277392
DBT	120	random	-1.04392805099735
DBT	180	random	-0.709919606072696
DBT	240	random	-0.72607700936222
DBT	300	random	0.322003829660096
DBT	360	random	-0.64834786533203
DBT	420	random	0.163556717914289
DBT	480	random	-0.027313705560863
DBT	600	random	-0.0838737190394743
DBT	720	random	0.136568527804314
SLC30A7	0	random	0
SLC30A7	30	random	0.125180341209474
SLC30A7	60	random	0.124435012170735
SLC30A7	120	random	0.183502338490807
SLC30A7	180	random	1.13638365516113
SLC30A7	240	random	0.258303094988012
SLC30A7	300	random	2.07730190556318
SLC30A7	360	random	1.46972089936258
SLC30A7	420	random	0.347171937091416
SLC30A7	480	random	-0.0141496059698123
SLC30A7	600	random	0.256183565534097
SLC30A7	720	random	0.592478356966413
HENMT1	0	random	0
HENMT1	30	random	-0.450536469276941
HENMT1	60	random	0.660079659861755
HENMT1	120	random	0.745218211986579
HENMT1	180	random	-0.147015204761993
HENMT1	240	random	0.487150699070513
HENMT1	300	random	-0.70170295201167
HENMT1	360	random	-0.0631483031424927
HENMT1	420	random	0.149341394710758
HENMT1	480	random	-0.0944898357188626
HENMT1	600	random	0.492035697962921
HENMT1	720	random	0.85461552104612
LAMTOR5	0	random	0
LAMTOR5	30	random	-0.514199507078767
LAMTOR5	60	random	0.0716369155497476
LAMTOR5	120	random	-1.41925307454867
LAMTOR5	180	random	-1.03894821841626
LAMTOR5	240	random	-0.47232812015876
LAMTOR5	300	random	-0.784049433704974
LAMTOR5	360	random	-0.613345336994252
LAMTOR5	420	random	-0.735680449681646
LAMTOR5	480	random	-0.530080505585488
LAMTOR5	600	random	-1.3423345926384
LAMTOR5	720	random	-0.0888054788710747
CTTNBP2NL	0	random	0
CTTNBP2NL	30	random	0.0233451573255407
CTTNBP2NL	60	random	-0.843589500161611
CTTNBP2NL	120	random	-1.48139655164759
CTTNBP2NL	180	random	-1.72715260386695
CTTNBP2NL	240	random	-1.4366412655497
CTTNBP2NL	300	random	-1.20847185902032
CTTNBP2NL	360	random	-1.11023430086605
CTTNBP2NL	420	random	-0.808873196222039
CTTNBP2NL	480	random	-1.23670188961237
CTTNBP2NL	600	random	-1.12034699067605
CTTNBP2NL	720	random	-0.541264769320269
HIPK1	0	random	0
HIPK1	30	random	0.366883126395732
HIPK1	60	random	0.263520993390686
HIPK1	120	random	0.0186191109014754
HIPK1	180	random	0.291593312323101
HIPK1	240	random	0.079135641822936
HIPK1	300	random	0.835493571892602
HIPK1	360	random	-0.320208628380923
HIPK1	420	random	-0.230899961734959
HIPK1	480	random	-0.617206728515563
HIPK1	600	random	-0.264690200037636
HIPK1	720	random	-0.498463481356157
BOLA1	0	random	0
BOLA1	30	random	0.161504175475716
BOLA1	60	random	-1.54900449189598
BOLA1	120	random	-0.874802320554536
BOLA1	180	random	-1.34754298708034
BOLA1	240	random	-0.957492458398102
BOLA1	300	random	-1.84646931919077
BOLA1	360	random	-1.37700453889305
BOLA1	420	random	-0.35057173023262
BOLA1	480	random	0.0487622977214087
BOLA1	600	random	-0.696740976274495
BOLA1	720	random	-0.767515694949631
S100A6	0	random	0
S100A6	30	random	-0.210405390666886
S100A6	60	random	-0.12154691925738
S100A6	120	random	-0.221144455875184
S100A6	180	random	-0.806018332551616
S100A6	240	random	-0.43935168890027
S100A6	300	random	-1.24818922346307
S100A6	360	random	-0.595470818198436
S100A6	420	random	-0.44863211627554
S100A6	480	random	0.104929668251875
S100A6	600	random	-0.577822547117791
S100A6	720	random	0.334571624528704
SLC39A1	0	random	0
SLC39A1	30	random	-0.441037654856526
SLC39A1	60	random	0.418454654478867
SLC39A1	120	random	-0.940595607648258
SLC39A1	180	random	-1.43519808117194
SLC39A1	240	random	-0.444379343178731
SLC39A1	300	random	-1.06548237902642
SLC39A1	360	random	-0.0850799280473033
SLC39A1	420	random	-0.974583023022883
SLC39A1	480	random	-0.748864202546896
SLC39A1	600	random	-1.14941037548948
SLC39A1	720	random	-0.236281815757886
HAX1	0	random	0
HAX1	30	random	-0.459151009374084
HAX1	60	random	-1.14794903601049
HAX1	120	random	-0.86375711014519
HAX1	180	random	-1.3325267922061
HAX1	240	random	-0.672484885657297
HAX1	300	random	-0.883691873576814
HAX1	360	random	-0.674908143711016
HAX1	420	random	-0.480018922253956
HAX1	480	random	-0.236873741856638
HAX1	600	random	-0.19273209155435
HAX1	720	random	0.0811181275104835
DCST1-AS1	0	random	0
DCST1-AS1	30	random	0.176602954850493
DCST1-AS1	60	random	1.3619013143992
DCST1-AS1	120	random	1.15929547049096
DCST1-AS1	180	random	0.602400263171006
DCST1-AS1	240	random	1.37652793949418
DCST1-AS1	300	random	1.06792420755196
DCST1-AS1	360	random	1.56486830954435
DCST1-AS1	420	random	1.0980803358342
DCST1-AS1	480	random	0.858095338905462
DCST1-AS1	600	random	1.27073599514173
DCST1-AS1	720	random	1.4245864220667
MTX1	0	random	0
MTX1	30	random	-0.523901483498341
MTX1	60	random	0.640791775237869
MTX1	120	random	0.493687781010537
MTX1	180	random	0.172374258110913
MTX1	240	random	0.694438145493517
MTX1	300	random	1.33584167758518
MTX1	360	random	0.886153331828178
MTX1	420	random	-0.520228616821226
MTX1	480	random	0.569216223344148
MTX1	600	random	0.489452541253512
MTX1	720	random	0.59053127123348
SSR2	0	random	0
SSR2	30	random	0.0518456944004277
SSR2	60	random	-0.017575662175307
SSR2	120	random	-0.458434991343498
SSR2	180	random	-0.44000939975179
SSR2	240	random	-0.181953893069701
SSR2	300	random	-0.80188592776565
SSR2	360	random	-0.316629547606445
SSR2	420	random	-0.0959259820296104
SSR2	480	random	0.398186282956537
SSR2	600	random	-0.397873600086328
SSR2	720	random	-0.0607527037826319
LMNA	0	random	0
LMNA	30	random	-0.104807539498029
LMNA	60	random	-0.0599828073190907
LMNA	120	random	0.567849172678462
LMNA	180	random	0.349551960869859
LMNA	240	random	0.0213179978532173
LMNA	300	random	0.0126648985281453
LMNA	360	random	-0.0202620608279227
LMNA	420	random	0.0507915862407431
LMNA	480	random	0.152454715492174
LMNA	600	random	0.545126220153368
LMNA	720	random	0.44666516916494
SMG5	0	random	0
SMG5	30	random	-0.184257931688013
SMG5	60	random	1.13743526460775
SMG5	120	random	0.216652461984784
SMG5	180	random	-0.238323698849984
SMG5	240	random	-0.152567304731025
SMG5	300	random	-0.711821004298872
SMG5	360	random	-0.117706616633883
SMG5	420	random	-0.384286293520502
SMG5	480	random	0.660830446053961
SMG5	600	random	-0.330849546364294
SMG5	720	random	0.208325435241833
IQGAP3	0	random	0
IQGAP3	30	random	0.144019338762458
IQGAP3	60	random	-0.948665679545968
IQGAP3	120	random	-0.749201596090045
IQGAP3	180	random	-0.0890306809174072
IQGAP3	240	random	-0.105992847700532
IQGAP3	300	random	-0.171345834433519
IQGAP3	360	random	-0.654069643234067
IQGAP3	420	random	0.0834250646556593
IQGAP3	480	random	0.252856383981859
IQGAP3	600	random	-0.809076775844442
IQGAP3	720	random	-1.96039280730039
IFI16	0	random	0
IFI16	30	random	-0.311658707612111
IFI16	60	random	-2.10482547459773
IFI16	120	random	-1.09426835117141
IFI16	180	random	-0.355258001826034
IFI16	240	random	-1.00724480865943
IFI16	300	random	-1.65635812979551
IFI16	360	random	-1.07620117971564
IFI16	420	random	-0.894927226109365
IFI16	480	random	-0.9027563337402
IFI16	600	random	0.19572769077089
IFI16	720	random	-0.116169099561284
DUSP23	0	random	0
DUSP23	30	random	-0.302879948442072
DUSP23	60	random	0.562502610914742
DUSP23	120	random	-0.359757935722255
DUSP23	180	random	-0.400374180591765
DUSP23	240	random	0.276766850167359
DUSP23	300	random	-0.0431485957709265
DUSP23	360	random	0.626327794095925
DUSP23	420	random	0.436484636552048
DUSP23	480	random	0.485431699780606
DUSP23	600	random	0.316036471156283
DUSP23	720	random	0.719849742791884
RGS5	0	random	0
RGS5	30	random	-0.616531515386505
RGS5	60	random	0.133671633088398
RGS5	120	random	-0.497760948899446
RGS5	180	random	-1.18579512897878
RGS5	240	random	-0.299191408053893
RGS5	300	random	0.226461138156413
RGS5	360	random	-1.57891333211694
RGS5	420	random	-1.16050998884774
RGS5	480	random	-0.939902940548538
RGS5	600	random	-0.859408044902035
RGS5	720	random	-1.01738217728033
RPL4P2	0	random	0
RPL4P2	30	random	-0.753857920559327
RPL4P2	60	random	-1.17585122231464
RPL4P2	120	random	-0.470844448723427
RPL4P2	180	random	-1.32241177022966
RPL4P2	240	random	-0.757648279557129
RPL4P2	300	random	-1.66522868403088
RPL4P2	360	random	0.0724403409615589
RPL4P2	420	random	-0.263638156843572
RPL4P2	480	random	-0.698265988591561
RPL4P2	600	random	-1.14047453833515
RPL4P2	720	random	-0.949693135445775
MPC2	0	random	0
MPC2	30	random	-0.616194682463177
MPC2	60	random	0.40266772131471
MPC2	120	random	-0.955604965139781
MPC2	180	random	-1.33221509302376
MPC2	240	random	-0.199714225755026
MPC2	300	random	-0.487778347020709
MPC2	360	random	-0.0266204143275766
MPC2	420	random	-0.634815390648437
MPC2	480	random	-0.34531838483604
MPC2	600	random	-1.53111440813611
MPC2	720	random	-0.340998532798824
RC3H1	0	random	0
RC3H1	30	random	0.256994428357118
RC3H1	60	random	-0.130670353853101
RC3H1	120	random	-0.745654296918419
RC3H1	180	random	-0.0611687771478432
RC3H1	240	random	-0.436494793152275
RC3H1	300	random	0.297135121674346
RC3H1	360	random	-0.173792834643228
RC3H1	420	random	-0.404310934885011
RC3H1	480	random	-0.626087860328525
RC3H1	600	random	-0.348548268068467
RC3H1	720	random	-0.28998531388607
RASAL2	0	random	0
RASAL2	30	random	0.221241075036512
RASAL2	60	random	1.02854676810049
RASAL2	120	random	0.804932583559782
RASAL2	180	random	0.473612862151641
RASAL2	240	random	0.146703013522945
RASAL2	300	random	0.815639605181059
RASAL2	360	random	0.837713883613756
RASAL2	420	random	0.284959999519156
RASAL2	480	random	0.0084273416251251
RASAL2	600	random	0.094513290332321
RASAL2	720	random	0.226080723552936
SMG7	0	random	0
SMG7	30	random	-0.0166540391647982
SMG7	60	random	-0.150813394041871
SMG7	120	random	-0.374257979927453
SMG7	180	random	-0.566474761896719
SMG7	240	random	-0.635821366932216
SMG7	300	random	-0.178901752245011
SMG7	360	random	-0.362906550652873
SMG7	420	random	-0.462395496770075
SMG7	480	random	-0.251710029820703
SMG7	600	random	-0.321802844350346
SMG7	720	random	-0.332148021428275
RGL1	0	random	0
RGL1	30	random	-0.645302336564705
RGL1	60	random	0.189900353226123
RGL1	120	random	-0.72677773563862
RGL1	180	random	-1.35455613106711
RGL1	240	random	-1.0181393336944
RGL1	300	random	-2.05684772170145
RGL1	360	random	-1.53684282876724
RGL1	420	random	-0.451363031931499
RGL1	480	random	0.0300135871802198
RGL1	600	random	-1.25727311183099
RGL1	720	random	0.190203507955657
CFH	0	random	0
CFH	30	random	-0.00769008316439934
CFH	60	random	-0.381074461619237
CFH	120	random	-0.846211453540321
CFH	180	random	-1.11800951294893
CFH	240	random	-0.778815138094445
CFH	300	random	-0.505610506511077
CFH	360	random	-0.539114575922876
CFH	420	random	-1.18680270465103
CFH	480	random	-0.971618012942156
CFH	600	random	-1.25259220160565
CFH	720	random	-1.0175487966235
PHLDA3	0	random	0
PHLDA3	30	random	-0.335726054140221
PHLDA3	60	random	0.176003687355927
PHLDA3	120	random	-0.2751717308377
PHLDA3	180	random	-0.193357737059934
PHLDA3	240	random	0.68829935710724
PHLDA3	300	random	0.217882378238045
PHLDA3	360	random	0.796115945206385
PHLDA3	420	random	-0.227633757403944
PHLDA3	480	random	0.0769662427022706
PHLDA3	600	random	0.252142804146805
PHLDA3	720	random	-0.00278610833311368
RNPEP	0	random	0
RNPEP	30	random	-0.286732133598653
RNPEP	60	random	-1.38170896152171
RNPEP	120	random	-0.212733825320708
RNPEP	180	random	-0.375348224324194
RNPEP	240	random	-0.845566292116655
RNPEP	300	random	-0.748095751368998
RNPEP	360	random	0.197003623348439
RNPEP	420	random	-0.253417407105328
RNPEP	480	random	-0.689255966715577
RNPEP	600	random	0.25744015768285
RNPEP	720	random	0.000545188565111487
MDM4	0	random	0
MDM4	30	random	0.267899971843647
MDM4	60	random	-0.242097303470896
MDM4	120	random	-0.716819207482917
MDM4	180	random	0.0358130079600764
MDM4	240	random	-0.35995125894725
MDM4	300	random	0.116673828838308
MDM4	360	random	0.326108007917373
MDM4	420	random	-0.214252745284168
MDM4	480	random	-0.550381588287616
MDM4	600	random	-0.711917809566143
MDM4	720	random	-0.597516873178907
RBBP5	0	random	0
RBBP5	30	random	-0.0196256517958463
RBBP5	60	random	-0.695734841555703
RBBP5	120	random	-1.1167543464438
RBBP5	180	random	-1.08728868696419
RBBP5	240	random	-1.14633704925798
RBBP5	300	random	-0.411581482876631
RBBP5	360	random	-0.60182707278058
RBBP5	420	random	-0.542569007845675
RBBP5	480	random	-0.965431945253348
RBBP5	600	random	-0.743605565397446
RBBP5	720	random	-0.947626727980915
ELK4	0	random	0
ELK4	30	random	0.193811992316547
ELK4	60	random	0.269092348490099
ELK4	120	random	0.517442585816243
ELK4	180	random	1.20326500781526
ELK4	240	random	0.413537746172006
ELK4	300	random	1.22476284106856
ELK4	360	random	0.109758025339924
ELK4	420	random	0.231956383185855
ELK4	480	random	-0.18000858916908
ELK4	600	random	-0.314323473146914
ELK4	720	random	-0.577106223147354
CD46	0	random	0
CD46	30	random	-0.11544300126547
CD46	60	random	-1.04458045568238
CD46	120	random	-1.84833751214017
CD46	180	random	-1.55504622183706
CD46	240	random	-0.854018033226313
CD46	300	random	-1.09222786466743
CD46	360	random	-0.4028037261026
CD46	420	random	-1.01394827763496
CD46	480	random	-1.35280377835861
CD46	600	random	-1.81581059526182
CD46	720	random	-0.49121126480339
LAMB3	0	random	0
LAMB3	30	random	-0.216370683955571
LAMB3	60	random	0.314576084072498
LAMB3	120	random	0.22790999173219
LAMB3	180	random	-0.479002556745333
LAMB3	240	random	-0.254627127755531
LAMB3	300	random	-0.580211180107426
LAMB3	360	random	-0.345497732639072
LAMB3	420	random	0.186881341859769
LAMB3	480	random	0.700966860648593
LAMB3	600	random	0.174455622336461
LAMB3	720	random	0.827102236945563
HLX	0	random	0
HLX	30	random	0.335161944609221
HLX	60	random	0.424731084978927
HLX	120	random	-0.00454037117081485
HLX	180	random	-0.271183987202288
HLX	240	random	0.73120613900891
HLX	300	random	1.27474360295748
HLX	360	random	-0.224404405442381
HLX	420	random	0.288726330362254
HLX	480	random	-0.0860606717377126
HLX	600	random	-0.640192335084854
HLX	720	random	0.0877117157998268
NVL	0	random	0
NVL	30	random	0.363821129833367
NVL	60	random	1.02311295025294
NVL	120	random	1.60461017288006
NVL	180	random	1.30291048099121
NVL	240	random	1.44551515063902
NVL	300	random	0.525999678484096
NVL	360	random	1.18310100496378
NVL	420	random	0.586970378789408
NVL	480	random	1.11405944730778
NVL	600	random	1.30175080772891
NVL	720	random	0.705713892525229
WDR26	0	random	0
WDR26	30	random	-0.0196826140786267
WDR26	60	random	-1.28167062227145
WDR26	120	random	-1.05213576112719
WDR26	180	random	-0.824769331569186
WDR26	240	random	-1.34666890351636
WDR26	300	random	-1.05871698136165
WDR26	360	random	-0.418197520204869
WDR26	420	random	-0.503404126064477
WDR26	480	random	-0.257606028023365
WDR26	600	random	-0.0223038677442597
WDR26	720	random	-0.283793936860736
GALNT2	0	random	0
GALNT2	30	random	0.0715322542094807
GALNT2	60	random	0.487958391852658
GALNT2	120	random	0.984888838607626
GALNT2	180	random	1.02717470545281
GALNT2	240	random	0.764878145493808
GALNT2	300	random	0.455635273374893
GALNT2	360	random	-0.0351533390107124
GALNT2	420	random	0.272726748200801
GALNT2	480	random	0.588590522421034
GALNT2	600	random	0.791291986753644
GALNT2	720	random	0.577431673026426
EXOC8	0	random	0
EXOC8	30	random	-0.0311780381330679
EXOC8	60	random	0.836352308372478
EXOC8	120	random	0.285597188404235
EXOC8	180	random	0.599703534587145
EXOC8	240	random	1.28688357211302
EXOC8	300	random	1.81377136325188
EXOC8	360	random	1.80814438767722
EXOC8	420	random	1.61695162406133
EXOC8	480	random	0.689620307545493
EXOC8	600	random	0.756742087614656
EXOC8	720	random	0.682413802654009
ZNF124	0	random	0
ZNF124	30	random	0.971488814079537
ZNF124	60	random	0.354585639006012
ZNF124	120	random	-0.0707810104733692
ZNF124	180	random	-0.0423908249538313
ZNF124	240	random	-0.190855938954977
ZNF124	300	random	0.442348906570976
ZNF124	360	random	-0.282573090804627
ZNF124	420	random	-0.50295352634442
ZNF124	480	random	0.0981017027027874
ZNF124	600	random	0.30232974016094
ZNF124	720	random	-0.674558586077245
MBOAT2	0	random	0
MBOAT2	30	random	-0.0494833330604321
MBOAT2	60	random	0.556412852971413
MBOAT2	120	random	1.1171212164872
MBOAT2	180	random	1.51422081499996
MBOAT2	240	random	1.9480871385402
MBOAT2	300	random	2.32988307513803
MBOAT2	360	random	2.05767864000328
MBOAT2	420	random	2.03506826328011
MBOAT2	480	random	1.46587162317801
MBOAT2	600	random	1.05358559686209
MBOAT2	720	random	1.00805397543402
ITGB1BP1	0	random	0
ITGB1BP1	30	random	-0.32391780870482
ITGB1BP1	60	random	0.302472903740528
ITGB1BP1	120	random	0.287538299906188
ITGB1BP1	180	random	0.896662561528622
ITGB1BP1	240	random	1.54272649153839
ITGB1BP1	300	random	0.487708718085344
ITGB1BP1	360	random	0.612738849102796
ITGB1BP1	420	random	0.960512036585723
ITGB1BP1	480	random	1.18181509890893
ITGB1BP1	600	random	0.497161908960028
ITGB1BP1	720	random	0.933217295823504
CPSF3	0	random	0
CPSF3	30	random	-0.238014238502283
CPSF3	60	random	-0.448928741617085
CPSF3	120	random	0.296380213041177
CPSF3	180	random	-0.136975358620162
CPSF3	240	random	-0.382775736904245
CPSF3	300	random	-0.99733009805002
CPSF3	360	random	-0.873893994055649
CPSF3	420	random	-0.701814857303796
CPSF3	480	random	-0.126603566721917
CPSF3	600	random	-0.503560127192537
CPSF3	720	random	-1.03825453366795
PDIA6	0	random	0
PDIA6	30	random	0.400681754697168
PDIA6	60	random	-0.399648690991666
PDIA6	120	random	-1.42162282745772
PDIA6	180	random	-1.18110917153619
PDIA6	240	random	-0.955328903494675
PDIA6	300	random	-1.21636793918761
PDIA6	360	random	-1.05952425634096
PDIA6	420	random	-0.509326341466174
PDIA6	480	random	-0.482741160208057
PDIA6	600	random	-0.63667845843356
PDIA6	720	random	-0.544852494585508
MATN3	0	random	0
MATN3	30	random	-0.0578823644578459
MATN3	60	random	1.4868179042066
MATN3	120	random	0.448746436624897
MATN3	180	random	1.39941630506259
MATN3	240	random	2.03528192482672
MATN3	300	random	2.46194393097422
MATN3	360	random	2.18731293968331
MATN3	420	random	1.31815626143079
MATN3	480	random	0.770005922409401
MATN3	600	random	0.989021716562094
MATN3	720	random	1.58533043576917
PREB	0	random	0
PREB	30	random	-0.32228029023749
PREB	60	random	-1.33010605273842
PREB	120	random	-2.29151722874841
PREB	180	random	-2.12333201246586
PREB	240	random	-1.12768500443778
PREB	300	random	-0.70409551958549
PREB	360	random	-0.738038159366272
PREB	420	random	-0.593798855234718
PREB	480	random	-0.57373774022807
PREB	600	random	-0.674374274793176
PREB	720	random	-0.0515155581913236
MRPL33	0	random	0
MRPL33	30	random	-0.0955028852764657
MRPL33	60	random	0.743700396186565
